Price,Space Ft2,Bedroom,Bathroom,Furnished,Laundry,Housing Type,Parking,Zipcode,Exterior,KitchenApp,KitchenWall,KitchenFloor,KitchenFurn,LivingWall,LivingFloor,LivingFurn,BedWall,BedFloor,BedFurn,BathWall,BathFloor,BathFurn,StudentHousing,interior
800,1300,30,10,0,5,1,4,13760,2,2,3,3,3,3,3,1,3,3,1,3,3,2,0,33
800,1280,30,20,0,3,10,3,13777,2,2,2,3,3,3,2,1,3,2,1,3,3,2,0,30
750,875,20,10,0,1,1,4,13797,2,2,2,3,3,3,2,1,3,3,1,3,3,2,0,31
575,700,10,10,0,5,1,4,13905,2,2,2,3,3,3,3,2,3,3,2,3,3,2,0,34
650,1000,20,10,0,0,1,4,13903,2,2,2,3,3,3,3,1,3,3,1,3,3,2,0,32
1068,1459,30,20,0,3,5,2,13904,3,3,3,3,3,3,3,1,3,3,1,3,3,2,0,34
1100,1786,40,15,0,3,0,2,13827,3,2,2,3,3,3,2,1,3,2,1,3,3,2,0,30
775,800,20,10,0,1,1,4,13865,2,2,2,3,3,3,2,1,3,2,1,3,3,2,0,30
750,625,10,10,0,0,1,0,13905,2,2,3,3,3,3,2,1,3,3,1,3,3,2,0,32
1200,1000,10,10,1,3,1,4,13901,2,3,3,3,2,3,3,2,3,3,2,3,3,2,0,35
700,825,20,10,0,5,1,7,13905,2,2,2,3,3,3,3,1,3,3,1,3,3,2,0,32
375,2100,50,20,0,1,0,4,13905,3,2,2,3,3,3,2,2,3,2,2,3,3,2,0,32
325,4860,40,10,1,1,1,4,13905,2,2,2,3,3,3,3,2,3,3,2,3,3,2,0,34
775,1040,20,10,0,1,4,3,13790,3,2,2,3,3,3,3,2,3,3,2,3,3,2,0,34
1500,1500,60,20,0,4,0,2,13850,3,2,2,3,3,3,3,1,3,2,1,3,3,2,0,31
575,600,10,10,0,2,1,4,13760,2,2,2,3,3,3,3,1,3,3,1,3,3,2,0,32
425,2850,0,30,0,0,1,0,13905,2,2,2,3,3,3,3,1,3,3,2,3,3,2,0,33
725,900,20,10,0,0,4,4,13760,2,2,2,3,3,3,2,1,3,2,1,3,3,2,0,30
425,1200,40,10,0,0,1,0,13905,2,2,2,3,3,3,3,2,3,3,2,3,3,2,0,34
700,2850,40,10,0,0,1,0,13901,2,3,2,3,3,3,3,2,3,3,2,3,3,2,0,35
2000,2175,30,20,1,3,1,2,13760,2,3,3,3,3,3,2,2,3,2,2,3,3,3,0,35
575,200,10,10,0,5,1,4,13730,3,2,2,3,3,3,3,1,3,2,1,3,3,2,0,31
725,900,20,10,0,0,4,4,13760,2,2,2,3,3,3,2,1,3,2,1,3,3,2,0,30
650,640,20,10,0,5,0,4,13760,3,2,2,3,3,3,2,1,3,2,1,3,3,2,0,30
975,1000,20,15,0,4,1,2,14905,2,3,2,3,3,3,3,1,3,2,1,3,3,2,2,32
1250,1300,30,20,0,3,4,4,14859,3,3,3,3,3,3,3,1,3,3,1,3,3,3,2,35
800,925,20,10,0,4,1,4,14845,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
695,931,30,20,0,4,10,4,14894,2,3,2,3,3,3,2,1,3,2,1,3,3,2,2,31
980,1250,10,10,1,3,1,4,14830,0,2,2,3,3,3,3,2,3,3,2,3,3,2,2,34
975,2000,20,20,0,1,1,1,14892,3,3,3,3,3,3,2,1,3,2,1,3,3,2,2,32
700,1064,30,10,0,4,1,4,14904,0,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
540,800,10,10,0,0,1,0,14830,0,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
650,800,20,10,0,4,4,4,14816,0,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
2595,2675,40,30,1,3,0,2,14905,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,37
800,1200,30,10,0,4,1,4,14830,3,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
750,600,10,10,0,3,1,0,14830,3,2,2,3,3,3,3,2,3,3,2,3,3,2,2,34
1725,1000,20,10,0,3,0,4,14818,3,3,2,3,3,3,3,1,3,3,1,3,3,2,2,33
690,1100,20,10,0,3,0,4,18848,3,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
595,500,10,10,0,3,1,4,14903,2,2,3,3,3,3,3,1,3,3,1,3,3,2,2,33
740,700,10,10,1,0,1,0,14870,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,36
285,500,10,10,1,0,1,0,18347,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2,32
1250,1600,30,15,0,3,0,4,18504,3,3,2,3,3,3,3,1,3,2,1,3,3,2,2,32
805,1370,40,15,0,3,0,0,18510,3,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
2500,3500,30,25,0,4,9,2,18518,2,3,2,3,3,3,3,1,3,2,1,3,3,2,2,32
850,2100,30,10,0,3,9,4,18704,2,2,2,3,3,3,3,1,3,2,1,3,3,2,2,31
1095,2700,40,20,0,4,0,3,18704,3,3,2,3,3,3,3,1,3,3,1,3,3,2,2,33
895,2100,40,10,0,3,9,4,18704,2,3,3,3,3,3,3,1,3,2,1,3,3,2,2,33
655,785,20,10,0,4,0,4,18706,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
750,786,10,0,0,0,1,0,18701,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
700,800,20,0,0,3,1,4,18407,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
695,940,20,10,0,5,1,0,18510,3,2,3,3,2,3,2,1,3,2,1,3,3,2,2,30
850,1100,30,10,0,4,0,4,18508,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
675,750,0,10,0,3,0,4,70433,3,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
795,787,20,10,0,2,1,4,18642,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
700,800,20,10,0,3,1,4,18407,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
900,880,20,10,0,3,1,0,17815,2,2,2,3,3,3,2,2,3,2,1,3,3,2,2,31
1495,2000,30,20,0,3,1,4,18704,2,2,3,3,3,3,2,1,3,2,1,3,3,3,2,32
675,1400,20,15,0,4,0,0,12538,2,2,2,3,3,3,3,1,3,2,1,3,3,2,2,31
649,1091,10,10,1,3,1,4,17815,2,3,2,3,3,3,3,2,3,3,2,3,3,2,1,35
1100,800,20,10,0,1,1,4,18518,3,3,2,3,3,3,2,1,3,2,1,3,3,2,2,31
625,900,10,10,0,1,1,4,18505,2,2,2,3,3,3,2,1,3,3,1,3,3,2,2,31
660,900,10,10,0,2,1,1,18504,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
575,850,10,10,0,4,8,4,18509,2,2,2,3,3,3,3,2,3,3,2,3,3,2,2,34
1200,2000,30,20,0,4,1,0,18643,2,2,3,3,3,3,3,1,3,2,1,3,3,2,2,32
850,1200,20,10,0,4,4,4,18503,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
800,1200,30,10,0,4,1,4,18702,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
650,840,10,10,0,2,1,4,18503,2,2,2,3,3,3,3,2,3,3,2,3,3,2,2,34
800,800,20,10,0,4,0,4,18519,2,3,3,3,3,3,3,1,3,3,1,3,3,2,2,34
992,800,10,10,0,3,1,0,18508,2,3,3,3,3,3,2,1,3,2,1,3,3,2,2,32
1084,900,20,10,0,3,1,0,18508,2,3,3,3,3,3,2,1,3,2,1,3,3,2,2,32
650,800,10,10,0,5,1,4,18702,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
992,800,10,10,0,3,1,0,18508,2,3,3,3,3,3,2,1,3,2,1,3,3,2,2,32
1090,950,20,10,0,3,1,0,18508,2,3,2,3,3,3,2,1,3,2,1,3,3,2,2,31
700,1000,30,15,0,4,1,4,18702,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
1240,1000,20,15,0,2,1,4,18508,2,2,2,3,3,3,3,2,3,2,1,3,3,2,2,32
3,1000,20,0,0,4,0,4,77539,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
750,1000,20,15,0,4,1,4,18644,3,2,2,3,3,3,2,1,3,3,1,3,3,2,2,31
550,750,10,10,0,5,1,4,18403,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
1050,1000,30,20,0,4,0,4,18424,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
850,650,20,10,0,1,1,4,18706,3,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
625,550,10,10,0,4,0,4,18644,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
775,1100,20,10,0,4,0,0,18706,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
640,800,20,10,0,0,1,0,18505,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
1200,1650,40,20,0,0,0,0,18436,2,2,2,3,3,3,3,2,3,3,2,3,3,2,2,34
690,1350,30,20,0,0,0,0,18252,3,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
895,1100,20,20,0,4,4,0,18510,2,3,2,3,3,3,3,1,3,3,1,3,3,2,2,33
1000,1200,20,10,0,3,4,4,18452,3,3,3,3,3,3,3,1,3,2,1,3,3,2,2,33
500,600,10,10,0,5,1,0,18505,2,2,3,3,3,3,3,1,3,3,1,3,3,2,2,33
500,625,10,10,0,4,1,3,18407,2,3,2,3,3,3,3,1,3,3,1,3,3,2,2,33
750,1200,20,10,0,4,0,4,18705,2,2,2,3,2,3,3,1,3,3,1,3,3,2,2,31
750,1400,30,10,0,4,0,0,18651,2,3,3,3,3,3,3,2,3,2,1,3,3,2,2,34
675,1500,30,10,0,4,0,4,18651,2,2,2,3,3,3,2,2,3,2,1,3,3,2,2,31
675,1000,20,10,0,3,0,4,18504,2,2,2,3,3,3,2,2,3,3,1,3,3,2,2,32
850,975,20,10,0,3,4,4,18510,2,2,2,3,3,3,2,2,3,2,1,3,3,2,2,31
900,975,20,10,0,3,4,4,18510,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
699,400,10,10,0,1,1,4,18701,2,2,2,3,3,3,3,2,3,3,2,3,3,3,1,35
1619,508,0,10,0,3,1,2,98121,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
850,1250,20,10,0,1,1,4,18509,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
1200,1600,30,10,0,4,0,4,18471,2,2,2,3,3,3,3,2,3,2,2,3,3,2,2,33
950,1800,40,10,0,4,0,4,18508,3,3,2,3,3,3,3,2,3,3,2,3,3,2,2,35
2500,3850,40,50,0,2,0,2,18657,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,37
950,1600,30,15,0,4,1,4,18704,3,3,2,3,3,3,3,2,3,3,2,3,3,2,2,35
825,1100,20,10,0,3,0,4,18507,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
950,1100,20,10,0,4,1,4,18519,3,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
650,1100,20,10,0,4,1,4,18434,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
675,200,0,10,0,2,1,4,18424,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
725,850,20,10,0,5,1,4,18704,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
595,1390,10,10,0,4,1,4,18640,2,2,3,3,3,3,2,1,3,2,1,3,3,2,2,31
675,900,20,10,0,3,1,0,18512,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
1967,600,10,10,0,3,1,2,98121,2,3,2,3,3,3,3,1,3,2,1,3,3,2,2,32
700,860,20,10,0,3,1,0,18512,2,2,3,3,3,3,3,1,3,2,1,3,3,2,2,32
2400,4000,50,30,0,4,0,4,18509,3,3,2,3,3,3,3,1,3,3,1,3,3,3,1,34
1050,1300,20,15,0,3,9,4,18512,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
500,485,10,10,0,5,1,0,18705,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
695,1024,20,10,0,5,1,4,18702,3,2,2,3,2,3,3,1,3,3,1,3,3,2,2,31
695,1095,20,10,0,5,1,4,18702,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
1000,1900,30,10,0,1,2,4,18510,2,3,2,3,3,3,3,1,3,3,1,3,3,2,2,33
660,1100,20,10,0,4,1,4,18224,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
1650,1091,30,30,1,3,1,4,17815,2,3,2,3,3,3,3,2,3,3,2,3,3,2,2,35
875,1400,30,20,0,4,0,0,18706,3,3,2,3,3,3,2,1,3,2,1,3,3,2,2,31
625,700,10,10,0,4,4,0,18505,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
992,800,10,10,0,3,1,0,18508,2,3,3,3,3,3,2,1,3,2,1,3,3,2,2,32
750,800,20,10,0,2,1,4,18705,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
1175,1975,30,15,0,0,1,0,18407,3,2,2,3,3,3,3,1,3,3,2,3,3,3,2,34
725,820,20,10,0,3,1,0,18504,2,3,2,3,3,3,3,1,3,3,1,3,3,2,2,33
725,1100,20,10,0,4,0,4,18702,2,2,2,3,3,3,3,1,3,2,1,3,3,2,2,31
1800,1650,20,20,0,3,2,2,18510,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
1200,2000,20,20,0,3,9,2,18708,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
1200,1500,40,10,0,3,1,4,18509,3,3,3,3,3,3,3,1,3,2,1,3,3,2,2,33
1000,800,20,10,0,1,1,0,18509,2,3,3,3,3,3,3,2,3,3,2,3,3,2,2,36
650,500,10,10,0,3,1,0,18505,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
700,925,20,10,0,1,1,4,18634,2,2,2,3,3,3,3,1,3,2,1,3,3,2,2,31
1084,900,20,10,0,3,1,0,18508,2,3,2,3,3,3,2,1,3,2,1,3,3,2,2,31
992,800,10,10,0,3,1,0,18508,2,3,2,3,3,3,2,1,3,2,1,3,3,2,2,31
1090,950,20,10,0,3,1,0,18508,2,3,2,3,3,3,2,1,3,2,1,3,3,2,2,31
750,825,10,10,0,3,1,0,18512,2,3,3,3,3,3,3,1,3,3,1,3,3,2,2,34
1195,1100,20,20,0,3,9,4,18241,2,3,3,3,3,3,3,1,3,2,1,3,3,2,2,33
850,720,20,10,0,4,0,4,18507,2,2,2,3,3,3,2,1,3,3,1,3,3,2,2,31
695,1485,20,10,0,4,1,4,18641,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
595,1200,10,10,0,4,1,4,18640,2,3,2,3,3,3,3,1,3,3,1,3,3,2,2,33
500,576,10,10,0,4,1,4,18702,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
725,1000,20,10,0,4,1,0,18512,2,3,2,3,3,3,2,1,3,2,1,3,3,2,2,31
575,1080,30,10,0,0,1,4,18612,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
1545,2000,40,20,0,0,0,0,18505,3,3,2,3,3,3,3,2,3,2,1,3,3,2,2,33
1800,1400,20,20,1,3,9,2,18428,3,3,2,3,3,3,2,2,3,2,2,3,3,3,2,34
600,700,10,10,0,4,1,4,18508,2,2,3,3,3,3,3,1,3,2,1,3,3,2,2,32
800,900,20,10,0,3,1,4,17821,2,3,2,3,3,3,2,2,3,2,2,3,3,2,2,33
750,1200,20,10,0,1,1,4,18512,3,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
1200,1100,20,10,1,1,1,4,18510,2,3,2,3,3,3,3,2,3,2,2,3,3,2,1,34
1250,1038,20,10,0,3,1,4,18701,2,3,3,3,3,3,3,1,3,2,1,3,3,2,2,33
892,800,10,10,0,3,1,0,18508,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
800,1400,20,15,0,4,9,4,18822,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
900,1200,30,15,0,3,0,4,18704,2,3,2,3,3,3,3,1,3,3,1,3,3,2,2,33
750,1200,20,10,0,1,1,3,18705,3,3,2,3,3,3,3,1,3,3,1,3,3,2,2,33
725,356,0,10,0,2,1,4,18424,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
1000,2000,60,10,0,4,0,4,18505,2,3,2,3,3,3,2,1,3,3,1,3,3,2,2,32
1050,2200,30,15,0,3,0,4,18431,3,2,2,3,3,3,3,2,3,3,2,3,3,2,2,34
550,460,10,10,0,1,1,4,18704,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
735,1200,20,0,0,0,1,0,18444,2,2,2,3,3,3,3,1,3,2,1,3,3,2,2,31
1100,2880,40,15,0,3,0,4,18419,3,3,3,3,3,3,2,1,3,2,1,3,3,2,2,32
1600,1600,0,20,0,4,0,4,18431,3,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
1094,600,0,10,1,1,1,4,18510,2,3,2,3,3,3,2,2,3,2,2,3,3,2,2,33
775,1165,20,20,0,0,1,4,18201,2,2,2,3,3,3,3,1,3,2,1,3,3,2,2,31
700,800,10,10,0,3,1,4,18434,2,2,3,3,3,3,3,1,3,3,1,3,3,2,2,33
800,900,20,10,1,5,1,4,18801,2,2,2,3,3,3,3,2,3,2,2,3,3,2,2,33
550,800,10,10,0,0,1,4,18704,2,2,2,3,3,3,3,1,3,2,1,3,3,2,2,31
680,1000,20,20,1,1,1,0,16801,2,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
375,1500,30,30,0,3,1,0,18505,2,2,3,3,3,3,2,2,3,3,2,3,3,2,2,34
950,1350,30,20,1,3,1,0,18509,2,2,2,3,3,3,3,1,3,2,1,3,3,2,2,31
750,1100,30,10,0,4,0,0,17970,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
850,1150,20,10,0,4,0,4,18505,3,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
625,850,10,10,0,2,4,0,18509,3,2,2,3,3,3,3,2,3,3,2,3,3,2,1,34
450,1224,20,10,0,4,1,4,18706,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
650,1420,20,10,0,4,1,0,18706,2,3,2,3,3,3,2,1,3,2,1,3,3,2,2,31
550,1120,20,10,0,4,1,0,18706,2,3,2,3,3,3,3,1,3,2,1,3,3,2,2,32
550,1100,20,10,0,4,4,0,18651,2,2,2,3,3,3,2,2,3,2,1,3,3,2,2,31
750,900,30,10,0,0,1,0,18705,2,3,2,3,3,3,3,1,3,3,1,3,3,2,2,33
550,750,20,10,0,3,1,2,18706,2,2,3,3,3,3,3,1,3,3,1,3,3,2,2,33
675,700,20,10,0,0,1,0,18704,2,2,3,3,3,3,2,1,3,2,1,3,3,2,2,31
995,1400,30,15,0,3,0,1,18505,3,3,2,3,3,3,2,1,3,2,1,3,3,2,2,31
775,1250,20,10,0,5,1,0,18510,2,2,2,3,3,3,3,2,3,3,1,3,3,2,2,33
1400,1800,30,20,0,3,0,4,18428,3,2,3,3,3,3,2,2,3,2,2,3,3,2,2,33
800,1100,20,10,0,4,0,4,18704,3,2,3,3,3,3,2,1,3,2,1,3,3,2,2,31
900,2628,30,10,0,3,0,4,18706,3,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
1475,2400,50,20,0,3,0,4,17011,3,3,2,3,3,3,3,1,3,3,1,3,3,2,2,33
625,800,10,10,0,1,1,4,18651,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
1000,1050,30,10,0,3,0,0,18512,3,2,2,3,3,3,3,1,3,3,1,3,3,3,2,33
750,1476,20,20,0,1,0,3,18519,3,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
850,1140,30,10,0,4,0,0,17815,2,3,2,3,3,3,2,2,3,2,2,3,3,2,1,33
575,800,10,10,0,5,1,0,18510,3,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
750,850,10,10,0,4,1,4,18444,2,3,3,3,3,3,2,1,3,2,1,3,3,2,2,32
575,400,10,10,0,4,1,0,18706,2,2,2,3,3,3,3,1,3,2,1,3,3,2,2,31
550,600,20,10,0,4,3,4,18702,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
1400,1700,30,20,0,4,9,2,18612,2,3,3,3,3,3,3,1,3,3,1,3,3,2,2,34
1400,1700,30,20,0,4,9,2,18612,3,3,3,3,3,3,3,1,3,3,1,3,3,2,2,34
750,1000,30,10,0,4,1,0,18651,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
2000,2000,10,15,0,3,1,4,18704,2,3,3,3,3,3,2,1,3,2,1,3,3,3,2,33
500,1197,30,10,0,0,0,0,18655,2,2,2,3,3,1,1,1,2,1,2,3,3,2,2,26
700,1000,30,10,0,0,1,0,18704,2,3,2,3,3,3,3,1,3,3,1,3,3,2,2,33
750,1240,30,20,1,1,1,4,18702,3,2,3,3,3,3,2,1,3,2,1,3,3,2,2,31
675,900,10,15,0,1,1,4,18512,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
649,1091,30,30,1,3,1,4,17815,2,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
745,850,10,10,0,3,1,4,18444,2,2,3,3,3,3,3,1,3,2,1,3,3,2,2,32
600,900,30,15,1,4,0,1,18704,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
1350,2500,40,15,0,3,0,4,18643,3,3,3,3,3,3,3,1,3,3,1,3,3,2,2,34
600,350,10,10,0,0,1,0,17815,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
750,1500,30,10,0,4,0,0,18702,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
1250,2030,40,10,0,3,0,0,18510,3,2,2,3,3,3,3,1,3,2,1,3,3,2,2,31
850,2000,30,10,0,4,0,4,18643,2,2,2,3,3,3,3,1,3,2,1,3,3,2,2,31
1450,1300,20,25,0,3,9,0,18428,3,2,2,3,3,3,3,2,3,2,1,3,3,2,2,32
1700,2600,30,30,0,3,0,2,18428,3,3,2,3,3,3,3,1,3,2,1,3,3,2,2,32
550,700,20,10,0,3,10,4,18641,2,3,2,3,3,3,3,1,3,2,1,3,3,2,2,32
815,1400,30,10,0,4,1,0,18504,2,2,3,3,3,3,3,1,3,2,1,3,3,2,2,32
690,725,10,10,0,5,1,4,18702,3,2,3,3,3,3,3,1,3,3,1,3,3,2,2,33
700,1000,30,10,0,0,1,0,18505,2,2,3,3,3,3,2,1,3,3,1,3,3,2,2,32
1275,1500,40,20,0,4,0,2,18411,3,3,2,3,3,3,3,2,3,3,1,3,3,2,2,34
995,1000,20,10,0,0,0,0,18505,3,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
650,800,20,10,0,4,1,4,18452,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
800,1150,20,10,0,4,1,4,18505,3,3,2,3,3,3,3,1,3,3,1,3,3,3,2,34
650,800,10,10,0,0,1,0,18504,2,3,2,3,3,3,3,1,3,3,1,3,3,2,2,33
875,950,20,10,0,1,1,0,18510,3,2,3,3,3,3,2,1,3,2,1,3,3,2,2,31
1200,1300,40,20,0,1,0,4,18510,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
1100,1250,30,10,0,4,1,0,18510,2,2,2,3,3,3,3,1,3,2,1,3,3,2,2,31
950,900,30,10,0,1,1,4,18510,3,3,2,3,3,3,2,2,3,2,1,3,3,2,2,32
950,1050,30,10,0,1,9,0,18510,2,2,2,3,3,3,2,1,3,3,1,3,3,2,2,31
950,1250,30,10,0,3,9,0,18510,3,2,3,3,3,3,3,1,3,3,1,3,3,2,2,33
650,900,10,10,0,5,1,4,18704,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
700,1800,20,10,0,4,1,0,18421,2,2,3,3,3,3,3,1,3,3,1,3,3,2,2,33
650,500,0,10,0,4,1,0,18505,2,2,3,3,3,3,3,1,3,3,1,3,3,2,2,33
1775,2450,40,20,1,1,0,2,18427,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,37
590,550,10,10,1,3,1,0,18510,2,2,2,3,3,3,3,2,3,3,2,3,3,2,1,34
700,700,20,10,1,3,1,0,13905,2,3,3,3,3,3,3,1,3,3,1,3,3,2,1,34
600,600,10,10,1,0,1,0,13905,2,2,3,3,3,3,2,1,3,3,1,3,3,2,1,32
1400,1000,40,10,1,0,1,0,13905,2,3,3,3,3,3,2,2,3,2,2,3,3,2,1,34
1147,1000,20,10,0,1,1,4,14850,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
1167,1000,30,10,0,1,1,4,14850,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
1320,1028,20,10,0,1,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
1275,760,10,10,0,1,1,4,14850,2,3,2,3,3,3,3,1,3,3,1,3,3,2,1,33
1250,550,10,10,0,1,1,4,14850,2,3,2,3,3,3,3,2,3,3,2,3,3,2,1,35
2100,1600,30,10,0,3,1,4,14850,2,3,2,3,3,3,3,1,3,3,1,3,3,2,1,33
1085,825,10,10,0,1,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
825,750,10,10,0,3,1,4,14867,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
950,900,20,10,0,1,1,4,14850,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
2900,2400,80,20,0,1,1,4,13045,2,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
790,600,10,10,0,2,1,4,14850,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
1000,600,20,10,1,3,1,4,14850,3,2,2,3,3,3,2,2,3,3,2,3,3,2,1,33
800,1200,30,10,0,0,1,0,13045,2,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
1300,900,20,10,0,3,1,4,13068,2,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
800,750,10,10,0,0,1,4,14817,2,2,2,3,3,3,2,1,3,3,1,3,2,2,2,30
620,1450,30,10,1,2,1,4,14850,2,2,2,3,3,3,3,2,3,3,2,3,3,2,1,34
600,900,10,25,0,1,1,2,14850,3,3,3,3,3,3,3,3,3,2,2,3,3,3,1,37
2100,2400,30,20,0,3,0,2,14850,3,2,2,3,3,3,3,1,3,3,2,3,3,2,2,33
